name=[com.datastax.driver.core.PreparedStatementHelper.assertHashWithKeyspace#3#com.datastax.driver.core.PreparedStatement#java.lang.String#java.lang.String], declaringLine=[68], LOC=[13]
name=[org.apache.cassandra.auth.AuthenticatedUser.init#0], declaringLine=[45], LOC=[4]
name=[org.apache.cassandra.auth.AuthenticatedUser.isAnonymous#0], declaringLine=[86], LOC=[3]
name=[org.apache.cassandra.auth.AuthenticatedUser.getRoles#0], declaringLine=[106], LOC=[3]
name=[org.apache.cassandra.auth.AuthenticatedUser.isSuper#0], declaringLine=[78], LOC=[3]
name=[org.apache.cassandra.auth.AuthenticatedUser.isSystem#0], declaringLine=[96], LOC=[3]
name=[org.apache.cassandra.auth.CacheRefresher.create#3#java.lang.String#com.github.benmanes.caffeine.cache.LoadingCache#java.util.function.BiPredicate], declaringLine=[89], LOC=[4]
name=[org.apache.cassandra.auth.CacheRefresher.create#4#java.lang.String#com.github.benmanes.caffeine.cache.LoadingCache#java.util.function.BiPredicate#java.util.function.BooleanSupplier], declaringLine=[80], LOC=[7]
name=[org.apache.cassandra.auth.CacheRefresher.run#0], declaringLine=[50], LOC=[27]
name=[org.apache.cassandra.auth.CassandraAuthorizer.accumulator#1#java.util.Map], declaringLine=[515], LOC=[3]
name=[org.apache.cassandra.auth.AuthenticatedUser.toString#0], declaringLine=[150], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.addLookupEntry#2#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource], declaringLine=[302], LOC=[8]
name=[org.apache.cassandra.auth.CassandraAuthorizer.addPermissionsForRole#3#java.util.Set#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource], declaringLine=[256], LOC=[18]
name=[org.apache.cassandra.auth.CassandraAuthorizer.authWriteConsistencyLevel#0], declaringLine=[445], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.authorize#2#org.apache.cassandra.auth.AuthenticatedUser#org.apache.cassandra.auth.IResource], declaringLine=[76], LOC=[20]
name=[org.apache.cassandra.auth.CassandraAuthorizer.buildListQuery#2#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource], declaringLine=[364], LOC=[26]
name=[org.apache.cassandra.auth.CassandraAuthorizer.bulkLoader#0], declaringLine=[459], LOC=[52]
name=[org.apache.cassandra.auth.CassandraAuthorizer.authReadConsistencyLevel#0], declaringLine=[450], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.cacheKey#2#org.apache.cassandra.auth.RoleResource#org.apache.cassandra.auth.IResource], declaringLine=[525], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.cacheKey#2#java.lang.String#org.apache.cassandra.auth.IResource], declaringLine=[530], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.escape#1#java.lang.String], declaringLine=[417], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.executeLoggedBatch#1#java.util.List], declaringLine=[245], LOC=[8]
name=[org.apache.cassandra.auth.CassandraAuthorizer.getExistingPermissions#3#java.lang.String#java.lang.String#java.util.Set], declaringLine=[219], LOC=[24]
name=[org.apache.cassandra.auth.CassandraAuthorizer.list#4#org.apache.cassandra.auth.AuthenticatedUser#java.util.Set#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource], declaringLine=[316], LOC=[23]
name=[org.apache.cassandra.auth.CassandraAuthorizer.grant#4#org.apache.cassandra.auth.AuthenticatedUser#java.util.Set#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource], declaringLine=[98], LOC=[15]
name=[org.apache.cassandra.auth.CassandraAuthorizer.listPermissionsForRole#3#java.util.Set#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource], declaringLine=[341], LOC=[21]
name=[org.apache.cassandra.auth.CassandraAuthorizer.permissions#1#java.util.Set], declaringLine=[520], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.modifyRolePermissions#4#java.util.Set#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource#java.lang.String], declaringLine=[277], LOC=[11]
name=[org.apache.cassandra.auth.CassandraAuthorizer.process#2#java.lang.String#org.apache.cassandra.db.ConsistencyLevel], declaringLine=[431], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.prepare#2#java.lang.String#java.lang.String], declaringLine=[407], LOC=[7]
name=[org.apache.cassandra.auth.CassandraAuthorizer.processBatch#1#org.apache.cassandra.cql3.statements.BatchStatement], declaringLine=[436], LOC=[7]
name=[org.apache.cassandra.auth.CassandraAuthorizer.protectedResources#0], declaringLine=[393], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.removeLookupEntry#2#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource], declaringLine=[291], LOC=[8]
name=[org.apache.cassandra.auth.CassandraAuthorizer.revoke#4#org.apache.cassandra.auth.AuthenticatedUser#java.util.Set#org.apache.cassandra.auth.IResource#org.apache.cassandra.auth.RoleResource], declaringLine=[115], LOC=[14]
name=[org.apache.cassandra.auth.CassandraAuthorizer.revokeAllOn#1#org.apache.cassandra.auth.IResource], declaringLine=[176], LOC=[33]
name=[org.apache.cassandra.auth.CassandraAuthorizer.revokeAllFrom#1#org.apache.cassandra.auth.RoleResource], declaringLine=[136], LOC=[35]
name=[org.apache.cassandra.auth.CassandraAuthorizer.setup#0], declaringLine=[402], LOC=[3]
name=[org.apache.cassandra.auth.CassandraAuthorizer.validateConfiguration#0], declaringLine=[398], LOC=[2]
name=[org.apache.cassandra.auth.CassandraLoginModule.abort#0], declaringLine=[205], LOC=[20]
name=[org.apache.cassandra.auth.CassandraLoginModule.authenticate#0], declaringLine=[136], LOC=[17]
name=[org.apache.cassandra.auth.CassandraAuthorizer.select#2#org.apache.cassandra.cql3.statements.SelectStatement#org.apache.cassandra.cql3.QueryOptions], declaringLine=[422], LOC=[3]
name=[org.apache.cassandra.auth.CassandraLoginModule.commit#0], declaringLine=[171], LOC=[18]
name=[org.apache.cassandra.auth.CassandraLoginModule.initialize#4#javax.security.auth.Subject#javax.security.auth.callback.CallbackHandler#java.util.Map#java.util.Map], declaringLine=[69], LOC=[7]
name=[org.apache.cassandra.auth.CassandraLoginModule.cleanUpInternalState#0], declaringLine=[247], LOC=[9]
name=[org.apache.cassandra.auth.CassandraLoginModule.login#0], declaringLine=[91], LOC=[43]
name=[org.apache.cassandra.auth.CassandraLoginModule.logout#0], declaringLine=[238], LOC=[7]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.bulkLoader#0], declaringLine=[171], LOC=[22]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.drop#1#org.apache.cassandra.auth.RoleResource], declaringLine=[155], LOC=[8]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.getAuthorizedDcs#1#java.lang.String], declaringLine=[76], LOC=[13]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.authorize#1#org.apache.cassandra.auth.RoleResource], declaringLine=[91], LOC=[21]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.getSetString#1#org.apache.cassandra.auth.DCPermissions], declaringLine=[114], LOC=[28]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.select#2#org.apache.cassandra.cql3.statements.SelectStatement#org.apache.cassandra.cql3.QueryOptions], declaringLine=[62], LOC=[3]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.process#2#java.lang.String#org.apache.cassandra.db.ConsistencyLevel], declaringLine=[71], LOC=[3]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.setup#0], declaringLine=[53], LOC=[6]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.setRoleDatacenters#2#org.apache.cassandra.auth.RoleResource#org.apache.cassandra.auth.DCPermissions], declaringLine=[144], LOC=[9]
name=[org.apache.cassandra.auth.CassandraNetworkAuthorizer.validateConfiguration#0], declaringLine=[165], LOC=[3]
name=[org.apache.cassandra.auth.CassandraPrincipal.equals#1#java.lang.Object], declaringLine=[105], LOC=[15]
name=[org.apache.cassandra.auth.CassandraPrincipal.hashCode#0], declaringLine=[130], LOC=[3]
name=[org.apache.cassandra.auth.CassandraPrincipal.toString#0], declaringLine=[85], LOC=[3]
name=[org.apache.cassandra.auth.CassandraPrincipal.getName#0], declaringLine=[72], LOC=[3]
name=[org.apache.cassandra.auth.CassandraRoleManager.alterRole#3#org.apache.cassandra.auth.AuthenticatedUser#org.apache.cassandra.auth.RoleResource#org.apache.cassandra.auth.RoleOptions], declaringLine=[202], LOC=[14]
name=[org.apache.cassandra.auth.CassandraRoleManager.alterableOptions#0], declaringLine=[167], LOC=[3]
name=[org.apache.cassandra.auth.CassandraRoleManager.canLogin#1#org.apache.cassandra.auth.RoleResource], declaringLine=[305], LOC=[11]
name=[org.apache.cassandra.auth.CassandraRoleManager.bulkLoader#0], declaringLine=[568], LOC=[20]
name=[org.apache.cassandra.auth.CassandraRoleManager.collectRoles#4#org.apache.cassandra.auth.Role#boolean#java.util.function.Predicate#java.util.function.Function], declaringLine=[416], LOC=[13]
name=[org.apache.cassandra.auth.CassandraRoleManager.consistencyForRoleRead#1#java.lang.String], declaringLine=[542], LOC=[5]
name=[org.apache.cassandra.auth.CassandraRoleManager.consistencyForRoleWrite#1#java.lang.String], declaringLine=[535], LOC=[5]
name=[org.apache.cassandra.auth.CassandraRoleManager.createDefaultRoleQuery#0], declaringLine=[365], LOC=[7]
name=[org.apache.cassandra.auth.CassandraRoleManager.createRole#3#org.apache.cassandra.auth.AuthenticatedUser#org.apache.cassandra.auth.RoleResource#org.apache.cassandra.auth.RoleOptions], declaringLine=[172], LOC=[18]
name=[org.apache.cassandra.auth.CassandraRoleManager.dropRole#2#org.apache.cassandra.auth.AuthenticatedUser#org.apache.cassandra.auth.RoleResource], declaringLine=[192], LOC=[8]
name=[org.apache.cassandra.auth.CassandraRoleManager.escape#1#java.lang.String], declaringLine=[529], LOC=[3]
name=[org.apache.cassandra.auth.CassandraRoleManager.filter#0], declaringLine=[432], LOC=[4]
name=[org.apache.cassandra.auth.CassandraRoleManager.getCustomOptions#1#org.apache.cassandra.auth.RoleResource], declaringLine=[318], LOC=[3]
name=[org.apache.cassandra.auth.CassandraRoleManager.getAllRoles#0], declaringLine=[281], LOC=[9]
name=[org.apache.cassandra.auth.CassandraRoleManager.getGensaltLogRounds#0], declaringLine=[120], LOC=[8]
name=[org.apache.cassandra.auth.CassandraRoleManager.getRole#1#java.lang.String], declaringLine=[443], LOC=[9]
name=[org.apache.cassandra.auth.CassandraRoleManager.getRoleDetails#1#org.apache.cassandra.auth.RoleResource], declaringLine=[267], LOC=[7]
name=[org.apache.cassandra.auth.CassandraRoleManager.getRoles#2#org.apache.cassandra.auth.RoleResource#boolean], declaringLine=[256], LOC=[9]
name=[org.apache.cassandra.auth.CassandraRoleManager.hasExistingRoles#0], declaringLine=[375], LOC=[8]
name=[org.apache.cassandra.auth.CassandraRoleManager.hashpw#1#java.lang.String], declaringLine=[524], LOC=[3]
name=[org.apache.cassandra.auth.CassandraRoleManager.isExistingRole#1#org.apache.cassandra.auth.RoleResource], declaringLine=[323], LOC=[3]
name=[org.apache.cassandra.auth.CassandraRoleManager.grantRole#3#org.apache.cassandra.auth.AuthenticatedUser#org.apache.cassandra.auth.RoleResource#org.apache.cassandra.auth.RoleResource], declaringLine=[218], LOC=[19]
name=[org.apache.cassandra.auth.CassandraRoleManager.isSuper#1#org.apache.cassandra.auth.RoleResource], declaringLine=[292], LOC=[11]
name=[org.apache.cassandra.auth.CassandraRoleManager.loadRoleStatement#0], declaringLine=[155], LOC=[5]
name=[org.apache.cassandra.auth.CassandraRoleManager.optionsToAssignments#1#java.util.Map], declaringLine=[500], LOC=[22]
name=[org.apache.cassandra.auth.CassandraRoleManager.prepare#3#java.lang.String#java.lang.String#java.lang.String], declaringLine=[401], LOC=[10]
name=[org.apache.cassandra.auth.CassandraRoleManager.process#2#java.lang.String#org.apache.cassandra.db.ConsistencyLevel], declaringLine=[555], LOC=[4]
name=[org.apache.cassandra.auth.CassandraRoleManager.modifyRoleMembership#3#java.lang.String#java.lang.String#java.lang.String], declaringLine=[458], LOC=[10]
name=[org.apache.cassandra.auth.CassandraRoleManager.protectedResources#0], declaringLine=[328], LOC=[4]
name=[org.apache.cassandra.auth.CassandraRoleManager.removeAllMembers#1#java.lang.String], declaringLine=[473], LOC=[21]
name=[org.apache.cassandra.auth.CassandraRoleManager.revokeRole#3#org.apache.cassandra.auth.AuthenticatedUser#org.apache.cassandra.auth.RoleResource#org.apache.cassandra.auth.RoleResource], declaringLine=[239], LOC=[15]
name=[org.apache.cassandra.auth.CassandraRoleManager.scheduleSetupTask#1#java.util.concurrent.Callable], declaringLine=[385], LOC=[14]
name=[org.apache.cassandra.auth.CassandraRoleManager.select#2#org.apache.cassandra.cql3.statements.SelectStatement#org.apache.cassandra.cql3.QueryOptions], declaringLine=[562], LOC=[3]
name=[org.apache.cassandra.auth.CassandraRoleManager.setup#0], declaringLine=[146], LOC=[7]
name=[org.apache.cassandra.auth.CassandraRoleManager.setupDefaultRole#0], declaringLine=[343], LOC=[19]
name=[org.apache.cassandra.auth.CassandraRoleManager.supportedOptions#0], declaringLine=[162], LOC=[3]
name=[org.apache.cassandra.auth.CassandraRoleManager.validateConfiguration#0], declaringLine=[334], LOC=[2]
name=[org.apache.cassandra.auth.DCPermissions$Builder.add#1#java.lang.String], declaringLine=[187], LOC=[5]
name=[org.apache.cassandra.auth.DCPermissions$Builder.all#0], declaringLine=[194], LOC=[5]
name=[org.apache.cassandra.auth.DCPermissions$Builder.build#0], declaringLine=[206], LOC=[10]
name=[org.apache.cassandra.auth.DCPermissions$Builder.isModified#0], declaringLine=[201], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions$SubsetPermissions.allowedDCs#0], declaringLine=[67], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions$SubsetPermissions.canAccess#1#java.lang.String], declaringLine=[57], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions$SubsetPermissions.equals#1#java.lang.Object], declaringLine=[72], LOC=[8]
name=[org.apache.cassandra.auth.DCPermissions$SubsetPermissions.hashCode#0], declaringLine=[82], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions$SubsetPermissions.restrictsAccess#0], declaringLine=[62], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions$SubsetPermissions.toString#0], declaringLine=[87], LOC=[5]
name=[org.apache.cassandra.auth.DCPermissions$SubsetPermissions.validate#0], declaringLine=[94], LOC=[8]
name=[org.apache.cassandra.auth.DCPermissions.all#0], declaringLine=[161], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions.allowedDCs#0], declaringLine=[44], LOC=[0], abstract=[true], implementors=[1]
name=[org.apache.cassandra.auth.DCPermissions.builder#0], declaringLine=[219], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions.none#0], declaringLine=[166], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions.canAccess#1#java.lang.String], declaringLine=[37], LOC=[0], abstract=[true], implementors=[1]
name=[org.apache.cassandra.auth.DCPermissions.restrictsAccess#0], declaringLine=[43], LOC=[0], abstract=[true], implementors=[1]
name=[org.apache.cassandra.auth.DCPermissions.subset#1#java.lang.String[]], declaringLine=[176], LOC=[3]
name=[org.apache.cassandra.auth.DCPermissions.subset#1#java.util.Set], declaringLine=[171], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.allTables#1#java.lang.String], declaringLine=[110], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.applicablePermissions#0], declaringLine=[253], LOC=[13]
name=[org.apache.cassandra.auth.DataResource.equals#1#java.lang.Object], declaringLine=[286], LOC=[13]
name=[org.apache.cassandra.auth.DataResource.exists#0], declaringLine=[238], LOC=[13]
name=[org.apache.cassandra.auth.DataResource.fromName#1#java.lang.String], declaringLine=[133], LOC=[17]
name=[org.apache.cassandra.auth.DCPermissions.validate#0], declaringLine=[45], LOC=[0], abstract=[true], implementors=[1]
name=[org.apache.cassandra.auth.DataResource.getKeyspace#0], declaringLine=[210], LOC=[5]
name=[org.apache.cassandra.auth.DataResource.getName#0], declaringLine=[155], LOC=[14]
name=[org.apache.cassandra.auth.DataResource.getParent#0], declaringLine=[174], LOC=[12]
name=[org.apache.cassandra.auth.DataResource.getTable#0], declaringLine=[220], LOC=[5]
name=[org.apache.cassandra.auth.DataResource.hashCode#0], declaringLine=[302], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.isAllTablesLevel#0], declaringLine=[198], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.hasParent#0], declaringLine=[230], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.isRootLevel#0], declaringLine=[188], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.isTableLevel#0], declaringLine=[203], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.isKeyspaceLevel#0], declaringLine=[193], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.root#0], declaringLine=[88], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.table#2#java.lang.String#java.lang.String], declaringLine=[122], LOC=[3]
name=[org.apache.cassandra.auth.DataResource.toString#0], declaringLine=[269], LOC=[14]
name=[org.apache.cassandra.auth.DataResource.keyspace#1#java.lang.String], declaringLine=[99], LOC=[3]
name=[org.apache.cassandra.auth.FunctionResource.applicablePermissions#0], declaringLine=[286], LOC=[15]
name=[org.apache.cassandra.auth.FunctionResource.argListAsString#0], declaringLine=[349], LOC=[3]
name=[org.apache.cassandra.auth.FunctionResource.argsListFromString#1#java.lang.String], declaringLine=[354], LOC=[6]
name=[org.apache.cassandra.auth.FunctionResource.compareTo#1#org.apache.cassandra.auth.FunctionResource], declaringLine=[303], LOC=[3]
name=[org.apache.cassandra.auth.FunctionResource.equals#1#java.lang.Object], declaringLine=[327], LOC=[14]
name=[org.apache.cassandra.auth.FunctionResource.exists#0], declaringLine=[272], LOC=[12]
name=[org.apache.cassandra.auth.FunctionResource.fromName#1#java.lang.String], declaringLine=[183], LOC=[28]
name=[org.apache.cassandra.auth.FunctionResource.function#1#org.apache.cassandra.cql3.functions.Function], declaringLine=[138], LOC=[3]
name=[org.apache.cassandra.auth.FunctionResource.functionFromCql#2#org.apache.cassandra.cql3.functions.FunctionName#java.util.List], declaringLine=[166], LOC=[3]
name=[org.apache.cassandra.auth.FunctionResource.functionFromCql#3#java.lang.String#java.lang.String#java.util.List], declaringLine=[154], LOC=[10]
